瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),弥措 鉴埃 浅加(m/s),弥措 浅加(m/s),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),乞闭 瘤搁柯档(∑C)
力林,2015-10-07,20.9,17.3,23.8,10.3,6.1,2.7,14.7,16.8,1014.5,24.4
力林,2015-10-08,20.8,19.4,23.7,6.6,4.2,2.1,14.9,16.9,1011.1,23.6
力林,2015-10-09,19.2,15.6,22.5,8.4,5,3.3,11.2,13.6,1011.1,24.5
力林,2015-10-10,19.9,15.7,25.8,14.9,8.6,3.9,10.2,12.5,1010,21.3
力林,2015-10-11,18.3,16.2,20.7,14.9,9.1,5.8,7.1,10.1,1014.4,20.6
力林,2015-10-12,18.7,15.5,20.9,13.7,7.5,4.8,10.2,12.5,1017.6,22.7
力林,2015-10-13,18.9,15.9,21.6,10.7,5.6,3.4,10.7,12.9,1019.9,23.5
力林,2015-10-14,18.8,15,23,4.7,3.3,2.1,9.8,12.3,1018.9,21.9
力林,2015-10-15,19.2,15.8,23.8,7.8,5.4,2.3,12.1,14.2,1017.3,21.2
力林,2015-10-16,18.6,15.8,22.4,5.6,3.9,2.2,12.4,14.5,1017.3,22.5
力林,2015-10-17,19.1,15.8,22.3,7.7,5.3,2.5,11.6,14,1017.9,23.1
力林,2015-10-18,19.1,16.1,22.7,5.6,3.4,2.1,12.7,14.9,1017.2,22.8
力林,2015-10-19,19.6,15.3,24.2,10.2,6.4,2.7,11.3,13.8,1014.6,22.8
力林,2015-10-20,19.5,17,22.3,7.2,5.1,2.4,14.5,16.5,1013.9,19.8
力林,2015-10-21,20.1,18.1,23.7,9.7,5.7,2.4,16.7,19,1015.6,22.6
力林,2015-10-22,20.4,17.7,24.1,10.6,6,2.8,15.6,17.8,1017.5,24
力林,2015-10-23,19.2,17.1,21.9,9.4,5.5,2.6,15,17.1,1016.9,22.4
力林,2015-10-24,19.5,15.9,22.9,5.5,3.9,2.2,14.2,16.3,1017,21.8
力林,2015-10-25,19,16.7,22.7,12.5,5.6,3.1,11.2,13.4,1020.1,22.1
力林,2015-10-26,19.1,15.7,23.2,9.8,5.2,2.4,12,14,1016.7,21.1
力林,2015-10-27,17.9,16.2,22.5,14.5,8.5,4.9,11.8,14.2,1011.7,16.5
力林,2015-10-28,16.8,15.2,19.9,11.8,6.8,3.4,7.1,10.1,1018.7,16.5
力林,2015-10-29,17.2,13.4,19.7,4.9,3.3,1.8,9.1,11.7,1020.2,15.5
力林,2015-10-30,14.5,12.3,18.3,11.6,6.5,4.3,6,9.4,1024.1,16.2
力林,2015-10-31,13.1,11.7,16.1,10.4,6.6,3.7,3.6,7.9,1026.8,17
力林,2015-11-01,13,10.6,15.1,4.7,3.2,1.5,7.2,10.2,1022.7,13.7
力林,2015-11-02,14.2,10.6,18.5,6.8,4.3,2.6,7.5,10.4,1022,14.7
力林,2015-11-03,14.8,12,18.2,5.3,3.8,2,7.7,10.5,1026.3,15.9
力林,2015-11-04,17.4,11.8,23.8,10.3,5.6,2.5,9.9,12.3,1024.7,16.8
力林,2015-11-05,19,16,21.5,10.5,6.6,2.7,15.5,17.8,1021.5,18.7
力林,2015-11-06,19.7,16.8,23.3,12.4,6.4,3.3,15.3,17.4,1020.5,19.8
力林,2015-11-07,20.2,18.6,21.4,11.8,6.4,2.8,18.5,21.4,1016,19.1
力林,2015-11-08,18.8,17.3,21.3,9.3,5.8,2.8,16.9,19.4,1014.7,18.6
力林,2015-11-09,15.9,14.5,17.7,12.9,8.7,5,11.8,14,1016.9,15.3
力林,2015-11-10,14.2,11.9,16.2,13.1,8,4.1,6.8,9.9,1021.1,13.3
力林,2015-11-11,15.1,11.5,17.8,8.9,5.3,1.9,11.6,13.8,1023.4,14.3
力林,2015-11-12,17.5,15.1,20.6,10.7,5.7,3,12.1,14.1,1023.5,16.1
力林,2015-11-13,17.5,16,19.2,9.5,5.1,2.8,16.4,18.7,1014.3,17.4
力林,2015-11-14,17.1,16.3,18.4,8.8,5.3,3.4,14.2,16.3,1012.8,16.6
力林,2015-11-15,16,13.1,19,6.6,4.3,1.9,10.6,12.8,1018,14.7
力林,2015-11-16,17.7,12.9,22.1,11.2,5.9,2.6,12.5,14.9,1014,15.3
力林,2015-11-17,17.5,16.9,18.5,7.5,4.7,2.5,14.9,16.9,1015,17
力林,2015-11-18,16.2,14.5,17.6,11.4,7,3,14.8,16.9,1014.8,16.5
力林,2015-11-19,15.2,14.3,16.4,9.6,6.6,2.1,13.8,15.8,1018.7,15.7
力林,2015-11-20,15.5,14.2,17.6,10.3,6.5,1.9,12.2,14.3,1020.7,15.8
力林,2015-11-21,15.7,13.9,17.8,5.4,3.6,1.6,11,13.2,1023.1,15.9
力林,2015-11-22,16.9,13.5,19.8,11.6,5.7,2.5,13.5,15.5,1022.5,15.8
力林,2015-11-23,16.5,14.5,18.2,14,8.9,3.6,14,16,1019.8,16.3
力林,2015-11-24,13.6,11.9,15.1,16.1,9.8,3.8,8.3,11,1020.8,14
力林,2015-11-25,10.9,7.1,13.4,15.2,9.1,5.2,7.7,10.7,1016.5,11.9
力林,2015-11-26,6,3.1,8.4,20.3,12.2,7.7,1.2,6.7,1016.5,6.2
力林,2015-11-27,7.9,4.7,9.5,19.5,10.5,5.5,0.1,6.2,1023.6,6.5
力林,2015-11-28,10.5,8.1,14.3,7.9,4.3,2.1,3.4,7.8,1026.6,9.1
力林,2015-11-29,12.1,8.1,16.1,7.6,4.4,2.3,6.4,9.8,1023.3,10.5
力林,2015-11-30,12.9,9.5,16.7,9.3,5,2.6,6.5,9.7,1021.8,11
力林,2015-12-01,11.3,7.2,16.1,6.7,4.8,2.2,5.5,9,1021.6,9.3
力林,2015-12-02,13.1,10.2,20.1,15.2,7.5,3.7,6.5,9.9,1015.2,10.5
力林,2015-12-03,9.2,7.2,10.8,22.7,13.1,8.1,0.9,6.6,1016.1,7.1
力林,2015-12-04,9,7.9,9.6,17,10.1,6.5,0.3,6.3,1022.3,6.9
力林,2015-12-05,10.2,8.8,11,9.8,6,3.7,2.2,7.2,1024.1,8.6
力林,2015-12-06,9.2,7.4,10.3,7.5,4.7,2.5,3.8,8,1025.1,8.5
力林,2015-12-07,9.4,7.5,11.8,7.7,4,2.5,2.7,7.4,1027.1,9.2
力林,2015-12-08,9.2,7.5,11.9,8.6,5.2,2.7,2.4,7.2,1029.2,9
力林,2015-12-09,13.7,7.5,19.2,7.7,4.8,2.4,6.2,9.7,1025.2,10.8
力林,2015-12-10,15.2,13.4,16.6,9.9,6.4,2.5,14.3,16.3,1011.7,14.8
力林,2015-12-11,11.5,10.1,13.5,13.6,9.2,4.1,6.8,10,1014.8,11.7
力林,2015-12-12,12.2,10,13.8,8.8,4.4,2.4,7.4,10.3,1020.1,11.8
力林,2015-12-13,14.1,12.1,17,8,4.8,2.4,6.9,9.9,1019.3,12.2
力林,2015-12-14,14,12.9,15.8,11.1,6.2,3.3,10.2,12.5,1016.3,12.9
力林,2015-12-15,11,9.2,13.2,13.1,6.6,4.6,4.6,8.7,1017.7,10.1
力林,2015-12-16,7,3.1,9.6,18.9,11.7,7.4,-0.6,5.9,1019.6,6.4
力林,2015-12-17,4.8,2.3,6.1,20.5,13.5,7,-0.2,6,1025.2,5.1
力林,2015-12-18,7.1,5.6,8.1,9.8,5.6,3.4,0,6.1,1029.9,5.9
力林,2015-12-19,7.8,5.6,11,9.4,5.4,2.7,-0.4,5.9,1031.5,7
力林,2015-12-20,9.6,5.9,11.7,5,3.2,1.6,6,9.5,1025.6,8.6
力林,2015-12-21,10.8,7.4,13.6,11,6.2,2.5,7.6,10.5,1023.9,10.2
力林,2015-12-22,12.3,7.5,16.9,6.9,4.8,1.8,7.9,10.7,1023,10.8
力林,2015-12-23,12.8,11,15.4,8.2,5.5,2.6,10.9,13.1,1017.5,12.4
力林,2015-12-24,9.8,8.4,11.1,11.4,6.6,3.6,3.8,8.1,1018.1,8.9
力林,2015-12-25,8,6.3,9.8,11.1,6.3,4.1,0.1,6.2,1019.9,6.9
力林,2015-12-26,11.3,7.1,13.5,11.9,7,4,2.1,7.1,1019.2,8.1
力林,2015-12-27,6.7,4.5,11.2,13.5,8.4,4.2,0.8,6.5,1026.5,6.5
力林,2015-12-28,5.8,4.7,6.7,13.1,7.6,4.6,-1.2,5.6,1030.4,5.1
力林,2015-12-29,6.9,5.7,7.8,11.1,6.4,3.2,-1,5.7,1030,6.3
力林,2015-12-30,8.4,6.6,11,6.2,4,2,0,6.1,1027.1,8
力林,2015-12-31,9,7.7,10.7,15.3,8.1,4.6,1.6,6.9,1028.3,7.4
力林,2016-01-01,8.2,5.2,10.8,5.6,3.7,2.2,0.8,6.5,1029.1,8
力林,2016-01-02,12.5,7.8,16.8,7.2,4.1,2.2,5.4,9,1021.3,9.6
力林,2016-01-03,13,10.5,16.2,6.3,4.2,2.4,6.7,10,1018.1,10.6
力林,2016-01-04,11.7,10.9,12.9,6.8,3.8,2.2,5.4,9.1,1020.3,10.3
力林,2016-01-05,8.5,6.6,11.1,8.6,5.6,2.6,2.2,7.3,1022.3,8
力林,2016-01-06,7.3,5.7,8.7,10.5,6.4,3.4,0.8,6.5,1022.5,6.3
力林,2016-01-07,7,6.3,8.2,12.9,7.7,5.2,-0.8,5.8,1022.3,6
力林,2016-01-08,6,4.4,7.5,13.6,7.5,5.1,-1.3,5.6,1021.3,5.3
力林,2016-01-09,7,5.6,8.3,8.9,5.2,3.2,-1.7,5.4,1023.5,5.6
力林,2016-01-10,8.1,6.4,10.9,7.2,4.4,2.5,-0.3,6,1023.8,7
力林,2016-01-11,6.1,4.3,7.7,9.8,5.8,3.8,-1.7,5.5,1022.7,6.6
力林,2016-01-12,4.9,4.1,6.1,13.4,7.3,4.9,-2.7,5,1021.2,4.8
力林,2016-01-13,4.6,2.5,5.7,14.6,8,5.8,-2.3,5.2,1020,4.7
力林,2016-01-14,6.4,5,7.9,13,7.2,4,-3.1,4.9,1020.1,6.7
力林,2016-01-15,7.1,4.5,11,5.1,3.5,2.1,-0.9,5.8,1018.2,7
力林,2016-01-16,7.5,4.2,11.1,6.7,4.3,2.3,1.1,6.7,1018.8,6.3
力林,2016-01-17,8.9,7.4,10.4,16.7,11.3,4.4,6.2,9.6,1011.4,7.8
力林,2016-01-18,4.1,-0.3,8.9,21.7,11.8,8,-1.7,5.5,1014.1,4.3
力林,2016-01-19,1.5,-0.4,3.1,20.9,11.2,8.2,-5.1,4.2,1021.7,1.8
力林,2016-01-20,2.4,1.5,3.6,14.9,8.7,4.7,-3.6,4.7,1026.9,2.7
力林,2016-01-21,2.9,2.2,3.9,12.7,7.5,4.5,-2.5,5.1,1025,3.2
力林,2016-01-22,2.8,1.6,4.3,12.9,7.6,5,-4.9,4.3,1027.1,3.2
力林,2016-01-23,-0.5,-4.1,3.4,20.4,11.2,7.2,-3.6,4.7,1026.4,1.4
力林,2016-01-24,-3,-5.8,0.3,24.1,14.3,9.7,-6.7,3.7,1024.3,1.4
力林,2016-01-25,1.9,-1.1,4.1,18.2,9.9,6.4,-2.4,5.1,1027.1,1.2
力林,2016-01-26,5.5,3.8,7.2,13.7,7.6,4.6,-1.4,5.5,1026.4,3.7
力林,2016-01-27,7.2,4.5,9.6,6.6,3.7,2.2,-0.5,5.9,1027.3,5.6
力林,2016-01-28,8.6,5.8,11.5,11.5,5.7,2.8,7.4,10.4,1021.7,8.1
力林,2016-01-29,8.6,7.7,10,13.3,7.5,3.5,7.3,10.2,1018.2,8.6
力林,2016-01-30,7.9,6.5,9,10.4,6.9,4.1,5,8.8,1022.2,7.8
力林,2016-01-31,4.6,3.1,6.5,9.9,6.2,3.6,-0.5,5.9,1026.9,5.1
力林,2016-02-01,2.7,1.6,3.6,13.9,8,5.1,-3,4.9,1026.7,2.5
力林,2016-02-02,2.8,2,4.7,14.3,7.6,4.6,-3.6,4.7,1025.8,3.2
力林,2016-02-03,4.8,2.3,6.8,9.9,5,3.4,-3.8,4.6,1026.2,4.9
力林,2016-02-04,6.9,5.2,9.4,7.9,5.2,3.4,-3.2,4.9,1024.6,6.3
力林,2016-02-05,6,4.6,8.5,8.2,5.2,3.3,-1.8,5.4,1022.1,6.3
力林,2016-02-06,4.2,3,5.8,15.9,9.7,6,-2.6,5.1,1021.7,3.8
力林,2016-02-07,4.3,2.6,7.2,14.1,6.8,3.8,-3.1,4.9,1020.7,5.8
力林,2016-02-08,8.2,4.7,11.2,14.6,8.2,4.6,-2.1,5.2,1017.6,7.3
力林,2016-02-09,8.4,5.2,11.6,17.1,10.3,3.3,-2.3,5.2,1021.3,9.1
力林,2016-02-10,9.9,4.5,16.7,10.5,6.6,2.4,1.1,6.7,1022.4,7.7
力林,2016-02-11,14.9,9.2,19.5,19.1,9,3.4,6.1,9.8,1019.7,10.5
力林,2016-02-12,17.4,15.7,20.5,15.8,8.8,2.7,13.6,15.7,1013.3,13.7
力林,2016-02-13,14.8,9,19.7,15.8,9,3.4,13.5,15.6,1006.8,14.1
力林,2016-02-14,4.3,2.4,9.2,18,10.8,7.5,-0.5,6,1016.1,5.9
力林,2016-02-15,2.1,-0.4,3.7,21,11.7,7.9,-3.4,4.8,1020.8,3.1
力林,2016-02-16,5.7,2.9,7.9,17.2,9.5,6.9,-2.1,5.3,1019.9,4.7
力林,2016-02-17,5.8,3.8,8.1,15.1,8.3,4.2,-2.9,4.9,1023.7,7
力林,2016-02-18,8,2.6,13.9,13.4,8.3,3.3,-0.9,5.8,1022.5,7.6
力林,2016-02-19,10.4,8.3,12.5,9.4,5,2.4,3.7,8,1023.5,8.8
力林,2016-02-20,8.3,5.3,11.1,15.7,9.6,4.8,-0.7,5.9,1020.9,9.8
力林,2016-02-21,5.7,4.2,8.7,11.6,8,3.5,-3.8,4.6,1028.5,7
力林,2016-02-22,6,4.9,8.7,5.8,3.9,1.6,1,6.6,1027.6,7
力林,2016-02-23,7.2,3.7,10.8,13.6,8.1,3.9,0.8,6.6,1027.4,9.1
力林,2016-02-24,3.1,2.3,4.8,13.9,7.9,5.5,-4.7,4.3,1031.5,3.4
力林,2016-02-25,4.3,2.1,7.8,14,6.9,3.8,-5.5,4.1,1033,5.1
力林,2016-02-26,9.2,3.3,13.5,11.1,5.8,3,-2.9,4.9,1027.1,8.6
力林,2016-02-27,12,10,14.6,14.5,8,4.2,6.2,9.5,1022.1,12.1
力林,2016-02-28,11.4,6.3,19.5,17.4,10.7,4,3.3,7.9,1019.7,13
力林,2016-02-29,3.5,0.4,6.6,20.7,11.7,7.7,-4.7,4.4,1025.6,5.5
力林,2016-03-01,3.6,1,6.9,10.4,6.7,3.7,-4.5,4.4,1027.1,8.8
力林,2016-03-02,7.9,2.1,13.6,6.4,4.2,2.2,-0.1,6.2,1024.4,10.2
力林,2016-03-03,12.3,6.1,16,6.5,4.4,2.3,3.8,8.6,1021.1,11.7
力林,2016-03-04,16.6,12.6,22.5,6.8,4.9,1.9,10.6,12.8,1020.5,15.8
力林,2016-03-05,18.1,14.2,22,15.1,7.2,3.1,13.7,15.8,1017,15.4
力林,2016-03-06,12.1,10,15.8,9,5.4,1.8,9.3,11.8,1016.1,14.5
力林,2016-03-07,14.1,10.4,18.6,8.9,5.9,2.2,11.3,13.6,1015.3,13.8
力林,2016-03-08,10.1,6.5,14.3,16.1,10.4,4.1,5.6,9.2,1017.3,10.9
力林,2016-03-09,6.1,4.3,8.5,15.1,8.9,5.7,0,6.3,1019.2,9.7
力林,2016-03-10,4.4,2.9,6.7,13.1,7,4.7,-4.2,4.5,1024.1,7.8
力林,2016-03-11,4.8,2.9,7.7,11.6,6.1,4.5,-4.8,4.3,1023.6,7.6
力林,2016-03-12,6.4,2.9,8.4,9.3,5.8,3.2,-4.6,4.4,1022.6,9.9
力林,2016-03-13,8.4,6.1,11,10.3,6.3,2.4,2.8,7.7,1019.1,7.7
力林,2016-03-14,7.6,6.4,9.6,12.7,8,4.7,0.4,6.3,1020,8.1
力林,2016-03-15,8.3,3.7,11.6,5.6,3.9,2,0,6.1,1021.3,10.4
力林,2016-03-16,12,8,16.1,6.9,5.4,2.2,2.8,7.5,1019.3,14.5
力林,2016-03-17,15,8.5,21.3,10.1,6,2.3,7.4,10.7,1016.5,15.4
力林,2016-03-18,15.3,13.2,20,9.8,6,2.1,13.8,15.8,1007.9,17
力林,2016-03-19,12.4,9.8,15.2,8.6,5.9,2.9,7.9,10.8,1013.5,15.2
力林,2016-03-20,11.1,7.3,13.9,5.2,3.4,2,6.7,9.9,1018.6,14.6
力林,2016-03-21,12.4,9.7,15.5,11.4,7.6,2.8,4.9,8.7,1020.7,15.3
力林,2016-03-22,11.2,7.9,15.1,8.3,4.8,2.7,5.3,8.9,1018,14.3
力林,2016-03-23,9.8,7.3,14.5,11.6,6.7,3.3,2.4,7.3,1017.7,13.2
力林,2016-03-24,9.1,7,12.1,13.3,6.8,4.2,0.8,6.5,1021.7,15.5
力林,2016-03-25,8.9,7.4,12.1,6.7,3.6,2.5,1.3,6.7,1022.1,12.6
力林,2016-03-26,8.7,6.7,11.3,9.7,6.2,3.9,-2.4,5.1,1020.6,14.2
力林,2016-03-27,10.2,6.6,13.9,9.8,5.2,3,-2.5,5.2,1019.4,15.4
力林,2016-03-28,13.1,6.9,17.2,10.8,6.8,3.3,-1.7,5.8,1020.9,15.2
力林,2016-03-29,14.7,10.2,17.8,16.9,10.7,5,2.4,7.7,1018.7,15.8
力林,2016-03-30,14.7,12.4,17.4,5,3.6,1.5,10,12.4,1017.2,20.8
力林,2016-03-31,13.9,13.2,16.1,4.9,3.5,1.4,11.2,13.3,1014,14.4
力林,2016-04-01,14.4,9.8,18.8,8,5,2.1,7.5,10.6,1013.8,20.2
力林,2016-04-02,16.3,11.1,21.6,8.2,5.9,1.9,8.6,11.6,1015.9,21.7
力林,2016-04-03,15.6,14.5,17.2,8.1,4.8,1.6,14.3,16.3,1012.2,16.3
力林,2016-04-04,13.3,12.8,15,9.2,6,2.2,12.1,14.1,1011.3,15.4
力林,2016-04-05,13.8,12.6,16.4,4.9,3.6,1.6,8.3,11.2,1014.7,16.8
力林,2016-04-06,15.1,11.6,18.6,14.5,7.1,2.9,9.7,12.5,1010.3,14
力林,2016-04-07,14.9,12.6,21.6,18.2,9.5,4.8,12.6,14.7,1007,16.2
力林,2016-04-08,13.3,11.5,16.6,5.8,3.9,1.9,10.7,12.9,1014.2,16.7
力林,2016-04-09,14.6,11.1,20,4.9,3.5,1.6,11.3,13.4,1012.6,18.3
力林,2016-04-10,15.3,12.2,18.8,5,3.5,1.4,9.2,11.8,1011.2,17.5
力林,2016-04-11,14.6,12.5,18.8,12.6,6.8,3.1,9.9,12.3,1016.1,18.9
力林,2016-04-12,16.5,12.2,21.1,15,7.3,3.6,11,13.3,1012,17.4
力林,2016-04-13,15.9,13,19.6,7.7,4.9,2.3,14,16,1004.4,16.9
力林,2016-04-14,15.1,12.8,22.3,7.5,4.8,2.3,11.9,14,1010.7,19.3
力林,2016-04-15,16.2,11,21.2,14,7.6,3.9,9.5,11.9,1016.1,18.1
力林,2016-04-16,20.1,14.2,24.5,33.2,14.3,5.1,14,16.3,1004.5,17.6
力林,2016-04-17,13.5,12.4,16.4,24.9,14,5.8,8.4,11,1011.2,16.6
力林,2016-04-18,14.6,12.6,17.3,10.5,7.1,3.5,5.7,9.2,1015.9,16.8
力林,2016-04-19,14.9,13.2,17.2,7.2,4.6,2.5,7.8,10.6,1021.2,19.1
力林,2016-04-20,18,12.3,21.7,21.8,12.6,2.7,10.5,12.8,1015,18.9
力林,2016-04-21,16.7,13.4,22.4,12.8,6.6,4.2,14.5,16.7,1004.1,18.9
力林,2016-04-22,16.7,11.5,22.3,7.2,4.7,2.3,12.3,14.4,1009.2,20.4
力林,2016-04-23,16.6,14.7,20.2,9.5,5.2,2.1,13.4,15.5,1010.5,17.5
力林,2016-04-24,16.9,14.3,20.7,11.2,6.7,2.7,6.9,10.4,1012.2,19.1
力林,2016-04-25,16.8,13.7,19.8,10.2,6.3,3.3,8.2,11.1,1014.5,19.3
力林,2016-04-26,18.2,14,24.2,11.7,5.9,3.4,12.1,14.7,1011,18.4
力林,2016-04-27,14.3,13.1,16,12,6.1,4,13.2,15.2,1003.1,15.9
力林,2016-04-28,13.9,12.7,15.9,8,5.3,2,11.9,14,1006.4,16.2
力林,2016-04-29,14.9,11.3,19,7.3,4.7,2.7,8.4,11.2,1011.8,18.7
力林,2016-04-30,17,11.8,22.1,6.9,5.3,2.2,7.5,10.6,1012.2,19.9
力林,2016-05-01,18.4,14.2,22.4,5.5,3.9,1.8,10,12.4,1012.8,21.3
力林,2016-05-02,21.3,16.5,25.7,23.7,12.2,3.2,13.3,15.5,1008.6,18.2
力林,2016-05-03,18.4,15,24.3,23.5,13.5,6.8,12.7,15.1,1000.9,17.6
力林,2016-05-04,20.8,16.3,25.7,19,11,6.5,6,9.4,1009,20.4
力林,2016-05-05,18.8,15.6,23.1,10.1,5.9,1.8,11.8,14.4,1011.3,18.5
力林,2016-05-06,18.6,15.8,23.1,7.1,4.9,2.5,16.7,19,1005.5,22.9
力林,2016-05-07,17.7,13.8,21.2,6,4,2.2,8.6,11.2,1013,20.9
力林,2016-05-08,18.1,14.9,23.8,11,6.2,2.8,10.2,12.7,1012.4,18.1
力林,2016-05-09,15.4,14.7,16.6,7,4.6,2.5,14.1,16.1,1008.7,17.6
力林,2016-05-10,14.6,13.3,15.8,11.1,6.3,2.4,13.5,15.5,1003.4,16.7
力林,2016-05-11,15.7,13.4,18.9,7.8,4.5,2.5,12.7,14.7,1008.8,20.9
力林,2016-05-12,17.1,14.1,21.3,5,4,1.7,13.2,15.2,1012.1,22.2
力林,2016-05-13,16.7,14.8,19.6,10.2,4.6,2,13.2,15.2,1017.8,20.7
力林,2016-05-14,18.3,15.9,22,13.1,7.3,3.3,13.9,15.9,1018.4,21.8
力林,2016-05-15,21.5,14.2,30.4,15.5,8.5,3.3,14.9,17.3,1009.3,24.6
力林,2016-05-16,15.6,11.8,19.5,12.6,8.1,3.6,8.4,11.3,1011.7,19.7
力林,2016-05-17,19.5,14.5,24,7.9,5,2.8,5.2,9.4,1014.6,22.2
力林,2016-05-18,19.6,15.3,24,9.9,6.8,2.6,10.7,13,1015.1,24.8
力林,2016-05-19,19.8,16.8,24.8,9.9,7.8,2.1,13,15.2,1014.8,23
力林,2016-05-20,19.9,15.4,24,12.2,7.4,3.5,13.5,15.6,1014.2,26.1
力林,2016-05-21,20.8,18.2,23.8,10.7,6.5,3.5,14.3,16.4,1014.2,24.6
力林,2016-05-22,21,18.7,23.3,10.2,5.2,3.4,14.9,17,1012.5,22.9
力林,2016-05-23,23.1,19.6,28,8.6,5.4,2.2,14.6,16.8,1009.9,30.1
力林,2016-05-24,18.6,16.6,22.5,9.8,5.8,1.9,16.3,18.6,1006.6,19.3
力林,2016-05-25,19,15.7,22.3,4.9,3.7,1.6,14.2,16.2,1008.7,22.7
力林,2016-05-26,20.7,17.7,23.6,5.4,3.4,1.6,14.4,16.4,1008.4,23
力林,2016-05-27,19.3,17.5,23,5,3,1.5,15.8,17.9,1009.5,22.9
力林,2016-05-28,18.6,17.1,22.2,9.9,5.2,2.2,15.7,17.9,1006.2,21.6
力林,2016-05-29,17.5,16.4,19.8,5.7,3.7,1.9,16,18.2,1003.5,18.8
力林,2016-05-30,20.3,15.7,24.9,5.5,4,2.3,14.5,16.6,1006.1,22.5
力林,2016-05-31,20.7,17.2,25.3,5.9,3.9,1.7,10.9,13.1,1006.5,22.7
力林,2016-06-01,20,17.9,22.3,12.5,5.9,2.8,14.3,16.4,1004.7,21.1
力林,2016-06-02,20,16.7,23.4,11,6.4,3.1,12.8,14.9,1008.8,24.3
力林,2016-06-03,22.8,17.1,28.8,11,5.8,2.4,12.9,15.1,1008,25.8
力林,2016-06-04,18.6,17.1,23.8,13.5,6.6,3.6,15.7,17.9,1004.8,19.6
力林,2016-06-05,19.8,17.2,21.8,9.1,4.8,2.2,16.5,18.8,1008.3,21.3
力林,2016-06-06,18.6,17.8,20.1,7.9,4.4,2.5,17.9,20.5,1009.8,20.6
力林,2016-06-07,20,18.8,23.9,6.8,5.1,2,18.8,21.7,1008.5,22.7
力林,2016-06-08,20,18.8,22.1,4.2,3.2,1.1,18.7,21.6,1008,21.4
力林,2016-06-09,20.8,19.4,23.9,5.5,3.6,1.4,18.3,21.1,1009,24.7
力林,2016-06-10,23.2,19.1,27.1,6.3,4.4,1.7,18.7,21.6,1009.8,26.7
力林,2016-06-11,24,20.3,29.3,6.9,4.4,1.6,20.4,23.9,1007.8,27.9
力林,2016-06-12,22.5,20.2,24.7,6.7,4.5,1.7,21.3,25.3,1003.1,23.6
力林,2016-06-13,21.8,20.2,24.8,5.6,4.4,1.9,19.1,22.1,1000.7,25.3
力林,2016-06-14,21.8,19.8,25.1,5.6,3.9,2.1,17.6,20.2,1002.2,26.7
力林,2016-06-15,23.3,19.8,26.5,6,4.3,1.7,18.3,21.2,999.8,25.4
力林,2016-06-16,21.8,20.5,24,11.1,7.4,3.9,18.9,21.9,1000.5,23.8
力林,2016-06-17,22.4,19.7,25.9,6.3,4.5,2.5,18.6,21.5,1007.7,28.2
力林,2016-06-18,22.9,19.9,25.3,5.8,3.3,1.4,19,22.1,1009.3,25.1
力林,2016-06-19,24.8,23,28.2,9.5,5.2,2.4,21.9,26.3,1006.7,26.2
力林,2016-06-20,23.9,22.3,26.5,15.1,8.3,3.1,22.5,27.2,1003.7,24.4
力林,2016-06-21,23.9,21.4,26.3,9.7,6.3,2.7,21.7,26,1005.1,26.9
力林,2016-06-22,23.8,21.3,27,11.6,6.7,2.2,23.2,28.4,1002,24.4
力林,2016-06-23,24.8,21.4,29.2,10.2,5.8,2.5,21.6,25.8,1003.5,26.6
力林,2016-06-24,24.9,22.2,30.2,17.3,9.1,4.3,22,26.6,999.5,24.4
力林,2016-06-25,23.5,21.7,27.6,12.6,8.6,4.4,18.8,21.8,1006,25.3
力林,2016-06-26,24,21.9,27.1,11,6.4,3.9,19.6,22.9,1009,27.7
力林,2016-06-27,20.4,18.3,22.5,11.6,5.2,1.9,16.2,18.5,1008,21.4
力林,2016-06-28,21,19.1,23.4,8.3,4.9,2,18.6,21.5,1008.1,21.7
力林,2016-06-29,22.2,20.1,25.1,5.2,3.6,1.3,21.1,25,1009,24
力林,2016-06-30,24.9,21.4,28.4,7.3,5.6,2,21.4,25.4,1009.1,26.2
力林,2016-07-01,27.3,23.4,29.6,21.4,12.1,4.6,22.8,27.8,1004.9,24.8
力林,2016-07-02,25.2,22.5,29.6,21.2,12.7,4.6,23.2,28.6,1004.9,25.2
力林,2016-07-03,23.7,22.3,28.8,13.3,7.5,1.7,22.6,27.5,1006.9,24.8
力林,2016-07-04,29.1,24.5,34,12.8,7.3,2.9,23.8,29.5,1007.3,28.8
力林,2016-07-05,30.8,26.2,34.4,13.5,8,3.8,22.6,27.4,1010,31.3
力林,2016-07-06,28.1,25.1,32.5,7.5,5.6,2.5,23.7,29.2,1012.6,33.2
力林,2016-07-07,26.9,24.1,32.5,7.8,5.2,2.1,22.2,26.9,1011.4,28.2
力林,2016-07-08,25.6,24,27.2,12.5,6.9,3.5,22.9,28,1006.5,32.1
力林,2016-07-09,25,22.7,28.4,9.6,6.7,3.3,22,26.4,1004.2,31.4
力林,2016-07-10,24.2,22.5,25.7,5.2,2.9,1.2,22.2,26.8,1002.9,25.6
力林,2016-07-11,23.9,22.9,25.1,6.3,4.5,1.5,22.5,27.2,1002.3,25.2
力林,2016-07-12,24.6,22.5,27.2,8.3,5.1,1.9,23.7,29.3,1000.2,24.8
