瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),弥措 鉴埃 浅加(m/s),弥措 浅加(m/s),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),弥家 惑措嚼档(%),乞闭 惑措嚼档(%),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),弥历 秦搁扁拘(hPa),乞闭 秦搁扁拘(hPa),老 弥缴脚利汲(cm),乞闭 傈款樊(1/10),乞闭 瘤搁柯档(∑C)
184,力林,2015-06-30,21.9,19.6,26.4,54.8,12.9,7.6,2.5,20.9,79,94.4,24.8,995.4,992.8,997.7,0,10,22.9
184,力林,2015-07-01,22.9,20.5,26.3,0.1,9.7,6.4,3.8,19.8,68,83.5,23.1,997.3,995.5,999.6,0,6.4,25
184,力林,2015-07-02,22.9,19.6,25.5,0,4.9,3.5,1.8,17,53,70.5,19.6,1001.1,1001.8,1003.4,0,6.3,24.6
184,力林,2015-07-03,23.9,21.6,26,0,4.9,3.4,2,19.4,53,76.9,22.8,1004.2,1004.5,1006.5,0,7.8,26.6
184,力林,2015-07-04,22.5,21.3,24.4,0,8,5.4,2,18.2,54,77.8,21.2,1007.6,1008.1,1009.9,0,9,26.8
184,力林,2015-07-05,22,20.5,24.2,0,8,5.6,2.4,18.4,72,80.9,21.2,1009.2,1009.6,1011.5,0,8.1,24.7
184,力林,2015-07-06,21.4,20.3,23.5,1.4,8.6,4.8,2.5,18.7,69,85.4,21.6,1008.7,1009.8,1011.1,0,10,22.6
184,力林,2015-07-07,20.7,19.1,22.3,53.7,11.4,7,3.5,19.9,91,95.1,23.2,1004.7,1005.5,1007.1,0,10,20.7
184,力林,2015-07-08,25.8,19.9,31.6,82.1,5.6,3.9,1.6,23.2,64,86.9,28.5,1005.8,1005.6,1008.1,0,8.3,26.1
184,力林,2015-07-09,24.9,22.8,29,0,11.8,6.6,3.5,22.3,72,86,26.9,1009.7,1010.3,1012,0,7.1,26.9
184,力林,2015-07-10,23.6,22.1,25.2,0,11.3,5.7,3.9,21.7,83,89.6,26,1009.3,1010.1,1011.6,0,10,24.3
184,力林,2015-07-11,24.3,23,26.4,98.9,17.9,8.9,4.7,22.9,89,92.5,28,1002.7,1000.1,1005,0,10,23.7
184,力林,2015-07-12,26.5,23.8,28.7,88.7,21.8,11.1,5.7,23.1,69,82.1,28.4,991.2,990.5,993.5,0,9.1,24.7
184,力林,2015-07-13,27.8,23.4,33,0,19.1,10.9,6.3,20.9,43,67.6,24.8,998.3,996.1,1000.6,0,2.9,27.4
184,力林,2015-07-14,26.5,24.1,29.9,0,5.9,4.2,1.9,21.3,63,73.8,25.4,1002.6,1003.7,1004.9,0,1.3,29.2
184,力林,2015-07-15,25.2,22.4,27.9,0,9.4,6.4,2.7,21.9,71,82.9,26.3,1003,1003.9,1005.3,0,4.9,31.2
184,力林,2015-07-16,24.8,22.1,28.6,0,10.4,5.7,3.4,19.6,56,74.3,22.8,1002.3,1003,1004.6,0,4.8,31.6
184,力林,2015-07-17,24.2,21.6,26.7,0,5.1,4.1,2,20.7,65,81.5,24.5,1003.4,1003.6,1005.7,0,4.1,29.6
184,力林,2015-07-18,25,22.8,29.2,0,10.3,6.6,2.9,19.5,57,72,22.6,1006.2,1007.3,1008.5,0,3.3,33.5
184,力林,2015-07-19,25.6,22.7,29.8,0,10.5,6.5,3.5,22.3,68,82.4,26.9,1006.5,1008.1,1008.8,0,6.8,35
184,力林,2015-07-20,24.3,22.8,27.1,0,8.7,5.8,3.3,22.5,78,90.1,27.2,1005.6,1007.1,1007.9,0,8.5,32.9
184,力林,2015-07-21,24.3,22.8,27.4,0,6,4.7,1.7,22.9,77,92.5,27.9,1004.7,1005.8,1007,0,9.1,30.1
184,力林,2015-07-22,26.5,23.7,28.2,4.6,15.4,8,2.3,24.3,81,88,30.3,1004.3,1005.7,1006.6,0,9.8,27
184,力林,2015-07-23,30.4,27.7,34.1,0,14.5,7.5,5.1,23.3,53,66.3,28.6,1005.7,1006.8,1008,0,7.9,30.2
184,力林,2015-07-24,29.5,27.2,32.5,0,16,8.9,5.4,23.7,61,71.4,29.3,1004.5,1005.9,1006.8,0,6.4,31.5
184,力林,2015-07-25,29.1,26.3,33.8,0,10.8,6.9,3.3,22.5,44,68.8,27.2,1004.9,1006.1,1007.2,0,3,35
184,力林,2015-07-26,27.5,25.6,29.7,0,10.5,7.2,2.9,22.7,67,75.4,27.6,1005.6,1006.9,1007.9,0,3.3,34.9
184,力林,2015-07-27,27.8,25.9,31.1,0.2,8.7,5.4,2,24.2,68,81.5,30.3,1006.8,1008,1009.1,0,7.6,35.5
184,力林,2015-07-28,27.6,25.9,30.9,0,5,3.7,1.8,25.4,73,88.4,32.4,1006.9,1008.5,1009.2,0,5.9,35.6
184,力林,2015-07-29,30.5,25.8,36.7,0,10.5,6.2,2.6,24.9,49,73.9,31.4,1006.2,1007.5,1008.5,0,2.6,37.9
184,力林,2015-07-30,28.1,26.5,30.4,0,6.4,4.7,2.4,24.9,74,83.1,31.5,1007.6,1008.8,1009.9,0,3.5,36.2
184,力林,2015-07-31,28.1,25.4,33.6,0,9.3,6.5,2.2,24.6,61,82.1,31,1008.1,1009.1,1010.4,0,2.5,37
184,力林,2015-08-01,27.9,24.8,30.5,0,7.6,5.2,2.1,23.9,67,79.4,29.6,1008.8,1010,1011.1,0,1.1,36.6
184,力林,2015-08-02,28.6,24.7,32,0,7.1,4.7,2.1,22.8,58,71.4,27.8,1009.3,1010.7,1011.6,0,0.9,37.1
184,力林,2015-08-03,28,24.9,30.6,0,7.5,5.5,2.5,22.7,63,73.5,27.6,1008.4,1009.1,1010.7,0,1.3,36.6
184,力林,2015-08-04,28.4,25.5,31.6,0,8,5.6,2.2,22.7,60,71.6,27.6,1006.7,1007.8,1009,0,0.4,36.6
184,力林,2015-08-05,28.1,25.7,30.7,0,7.2,5,2.3,23.5,64,76.5,29,1006.9,1007.9,1009.2,0,1.3,35.4
184,力林,2015-08-06,29.2,25.9,35.5,0,7.3,4.4,1.6,23.4,47,71.8,28.7,1008.9,1009.8,1011.2,0,0.5,37.7
184,力林,2015-08-07,29.7,26.9,33.8,0,11.5,6.4,3,23.2,54,68.9,28.5,1011.3,1012.1,1013.6,0,5.1,34.5
184,力林,2015-08-08,27.5,26.2,30.3,3.4,12.4,8.5,2.9,24.3,69,83.6,30.5,1010.8,1011.7,1013.1,0,6.6,30.8
184,力林,2015-08-09,27.8,25,30.3,0,6,4.2,2,23.7,66,78.8,29.3,1008.7,1009.9,1011,0,6.4,34
184,力林,2015-08-10,28,26.2,30.3,0,4.9,2.8,1.7,21.5,46,68.5,25.9,1007.4,1008.9,1009.7,0,7.4,31.9
184,力林,2015-08-11,27.2,23.7,30,91.8,17.4,10.4,2.2,21.5,47,73,26,1003.3,1001.1,1005.6,0,9.8,28.6
184,力林,2015-08-12,25.2,23.9,26.4,0.2,10.7,7.5,3.2,23.1,81,88.5,28.3,1000.6,1000,1002.9,0,9.3,25.1
184,力林,2015-08-13,27,25.2,30.2,0,7.2,4.8,3.1,22.4,62,76.6,27.2,1004.3,1005.5,1006.6,0,6.3,27.8
184,力林,2015-08-14,26.5,25.1,29.4,0,5.3,3.4,2.1,21.5,61,74.8,25.7,1004.6,1005.6,1006.9,0,1.8,32.1
184,力林,2015-08-15,27.2,23.7,31.8,0,9,5.7,2.4,21.2,57,70.4,25.3,1005.5,1006.5,1007.8,0,1.9,32.8
184,力林,2015-08-16,25.5,22.8,28.1,74.6,9.3,5.7,2.8,23.2,68,87.4,28.5,1003.6,1004.5,1005.9,0,9.5,27.5
184,力林,2015-08-17,25.2,22.9,27.9,3.5,7.2,4.9,2.6,21.2,64,79.1,25.2,1005.5,1005.7,1007.8,0,5,28.3
184,力林,2015-08-18,26.1,24.5,27.9,0,11.1,6.7,3.2,22.3,73,80,26.8,1009.2,1010,1011.5,0,6.3,27.9
184,力林,2015-08-19,25.9,24.6,28.8,1.8,9,4.6,2.5,23.4,74,86.9,28.8,1009.4,1010.3,1011.7,0,9.6,26.9
184,力林,2015-08-20,26,24.3,29.3,0,7,5.3,1.8,24,77,89,29.8,1006.1,1004.9,1008.4,0,9.5,27.1
184,力林,2015-08-21,26,24.5,28.8,20.8,12.7,7.2,3.2,22.5,64,81.8,27.2,1002.1,1002.3,1004.4,0,7.5,27.6
184,力林,2015-08-22,25.2,23.8,26.6,0,3.8,2.5,1.3,21,66,77.8,24.9,1004.2,1005.8,1006.5,0,9.4,25.1
184,力林,2015-08-23,25.4,23.6,27.6,0,4.9,3.6,1.8,21.6,67,80.1,25.9,1004.4,1006.1,1006.7,0,9.8,25.9
184,力林,2015-08-24,24.5,22.2,25.9,14.6,18.6,10.2,4.4,22.5,79,89,27.3,1000.5,999.3,1002.8,0,10,24.2
184,力林,2015-08-25,22.8,20.4,25.2,34.1,13.6,8,3,21,85,89.8,24.8,997.3,996.9,999.6,0,9.6,23.4
184,力林,2015-08-26,24.8,22.8,27.6,0,7.6,4.8,3,19.4,58,72.9,22.6,1004.8,1002.7,1007.1,0,3.9,27
184,力林,2015-08-27,25.5,21.6,28.6,0,8.1,5.3,2.8,19.5,62,70,22.8,1006.9,1008.1,1009.2,0,3.5,27.9
184,力林,2015-08-28,25.7,22.1,28.4,0.6,8.5,4.9,2.1,20.9,64,75.3,24.7,1007,1008.4,1009.3,0,6.3,31
184,力林,2015-08-29,24.8,23,27.5,0,6.5,4.7,2,20.1,62,75.8,23.6,1006.8,1007.7,1009.1,0,5.8,29.5
184,力林,2015-08-30,24.7,22.6,27.3,0,6.1,4.6,1.9,20,65,75.1,23.4,1008.4,1009.6,1010.7,0,8,26.6
184,力林,2015-08-31,24.9,23.3,28,3.2,9.7,6,2.8,21.8,72,83.5,26.1,1007.7,1009,1010,0,9.6,25.4
184,力林,2015-09-01,24.8,23.2,26.9,0.3,7.3,5.2,2.3,20.5,67,77.4,24.2,1007.7,1008.4,1010,0,3.9,29.3
184,力林,2015-09-02,25.4,22.7,28.4,0,5.8,4.1,1.7,20.7,61,75.8,24.6,1009.7,1010.6,1012,0,3.4,28.6
184,力林,2015-09-03,26.1,24.1,28.6,0,10.1,6.1,3.2,20.5,63,72.1,24.2,1009.9,1011.1,1012.2,0,4.6,31.4
184,力林,2015-09-04,25.1,22.6,28.3,0,5.1,3.7,1.8,19.7,64,72.4,22.9,1011,1012.2,1013.3,0,4.3,32.9
184,力林,2015-09-05,23.3,21.2,25.6,13,13.1,7.9,2.1,19,62,77.8,22,1004.8,1001.7,1007.1,0,9.8,24.4
184,力林,2015-09-06,23.2,20.7,26.1,22.3,12.3,7.2,2.5,20,69,82.9,23.4,1002.5,1001.3,1004.8,0,7.4,26.4
184,力林,2015-09-07,23.1,21.5,25.1,0,9.8,6.4,3.1,17.7,57,72.4,20.3,1008.5,1007.9,1010.8,0,5.1,24.6
184,力林,2015-09-08,22.5,19.7,24.5,0,10.7,6.6,3,15.7,57,65.9,17.8,1011.9,1013.1,1014.3,0,2.6,25.4
184,力林,2015-09-09,22.5,20,25.7,0,9.3,6.1,3,14.2,45,59.8,16.2,1012.7,1013.9,1015,0,2.8,28
184,力林,2015-09-10,23.2,19.6,26.2,0,5.5,3.8,2.2,16.5,61,66.5,19,1011.8,1012.6,1014.2,0,1,28.7
184,力林,2015-09-11,23.9,19.5,27.2,0,6.7,4.2,2.6,17.1,52,66.3,19.7,1009.5,1010.3,1011.8,0,3.3,29
184,力林,2015-09-12,22.4,20.9,24.1,6.9,11,6.1,3.4,17.9,64,76.3,20.6,1009.3,1009.6,1011.7,0,9.5,21.9
184,力林,2015-09-13,22.5,19.6,25.1,0,8.3,5,2.9,13.7,50,58,15.7,1015.3,1014.5,1017.7,0,1.9,22.3
184,力林,2015-09-14,22.6,19.5,26.6,0,10.9,6.2,2.8,15.2,46,63.9,17.3,1017.8,1019.2,1020.2,0,5.1,23.6
184,力林,2015-09-15,22.3,20.6,25,0,12.7,6.8,3.4,17.6,66,75,20.2,1015.9,1016.6,1018.3,0,7.6,23.1
184,力林,2015-09-16,21.1,20,22.2,22.4,11.5,5.8,3.1,18.7,74,86.5,21.6,1013.1,1013.9,1015.5,0,10,20.8
184,力林,2015-09-17,22.5,19.9,25,0.1,7.5,5.2,2.3,17.2,59,72.6,19.7,1013.1,1014.4,1015.5,0,4,24.3
184,力林,2015-09-18,22.7,20.7,25,0,7.9,5.4,2.3,16.5,58,68.9,18.8,1014.1,1015.3,1016.5,0,4.4,26.4
184,力林,2015-09-19,22.4,19.9,25.8,0,5.6,4,1.9,14.7,46,62.8,16.8,1012,1012.6,1014.4,0,4.5,27
184,力林,2015-09-20,22.6,18.4,25.1,0,4.9,3.6,1.9,16.5,54,69.3,18.9,1010.5,1011.5,1012.9,0,6.9,25.4
184,力林,2015-09-21,23.3,20.4,26.8,0,9.7,5.8,2.5,17.6,57,70.9,20.2,1011.5,1012.7,1013.9,0,2,28
184,力林,2015-09-22,23.9,20.6,27.8,0,11.9,6,3.1,18.9,59,74.4,21.9,1012.2,1013.1,1014.5,0,4.8,28.3
184,力林,2015-09-23,22.3,20.7,24.3,49,16,7.4,3.6,20.2,70,88.5,23.7,1005.3,1003.4,1007.7,0,10,22.3
184,力林,2015-09-24,22.9,20.9,24.8,2,13.5,9.4,3.7,19,69,79.3,22,1003.6,1004.2,1005.9,0,8.9,22.6
184,力林,2015-09-25,23.2,21.5,25.5,0,6.9,4.9,1.9,18.1,65,73.8,20.8,1005,1005.5,1007.3,0,7,24.4
184,力林,2015-09-26,23.3,20.5,25.9,0,6.6,4.2,1.7,18.6,62,75.1,21.4,1008.7,1009.1,1011,0,3.4,25.5
184,力林,2015-09-27,22.9,20.8,25.8,0,10.4,6.1,2.8,18.6,65,77.1,21.4,1011.6,1011.6,1013.9,0,2.4,25.9
184,力林,2015-09-28,23.6,20.8,27.5,0,12.1,7.4,3.2,18.9,57,75.9,21.9,1015,1015.1,1017.3,0,4,27.2
184,力林,2015-09-29,24,22.5,27.3,0,11.9,7.6,3.6,19,60,73.9,21.9,1018.6,1018,1021,0,7.8,26.7
184,力林,2015-09-30,20.9,18.6,23.3,56.9,13.9,6.4,3.9,18.7,74,87.6,21.5,1016.7,1012.6,1019.1,0,10,21.1
184,力林,2015-10-01,23.6,19.1,27.5,24.3,18.7,10.2,6.4,20.3,60,82.8,24.4,1004.9,1001.6,1007.3,0,9.4,22.4
184,力林,2015-10-02,19.4,17.5,22.5,0,15.4,9.2,3.6,9.2,37,52.5,11.7,1014.9,1013.6,1017.3,0,1.3,18.9
184,力林,2015-10-03,21.1,18,24.7,0,6.6,4.2,2.7,14.4,55,66.5,16.5,1018.8,1018.3,1021.2,0,4,22.8
184,力林,2015-10-04,21.3,19.1,24.8,0,8.2,5.1,2.1,13.1,40,60.8,15.2,1022.3,1023.4,1024.7,0,6.6,22.9
184,力林,2015-10-05,20.9,18,24.3,0.1,8.5,5.8,2.4,13.5,45,63.1,15.6,1020.6,1021.3,1023,0,3.6,24.8
184,力林,2015-10-06,20.3,17.1,23.1,0,6.5,4.4,2.5,13.1,51,63.9,15.2,1018.1,1019.1,1020.5,0,0.3,24
184,力林,2015-10-07,20.9,17.3,23.8,0,10.3,6.1,2.7,14.7,56,67.9,16.8,1014.5,1015,1016.9,0,3.6,24.4
184,力林,2015-10-08,20.8,19.4,23.7,0,6.6,4.2,2.1,14.9,57,69.3,16.9,1011.1,1011.7,1013.5,0,7.1,23.6
184,力林,2015-10-09,19.2,15.6,22.5,0,8.4,5,3.3,11.2,41,60.9,13.6,1011.1,1011.8,1013.5,0,3.3,24.5
184,力林,2015-10-10,19.9,15.7,25.8,0,14.9,8.6,3.9,10.2,43,54,12.5,1010,1010.3,1012.4,0,5.6,21.3
184,力林,2015-10-11,18.3,16.2,20.7,0,14.9,9.1,5.8,7.1,39,48.3,10.1,1014.4,1013.6,1016.8,0,6.4,20.6
184,力林,2015-10-12,18.7,15.5,20.9,0.7,13.7,7.5,4.8,10.2,47,58.5,12.5,1017.6,1017.5,1020,0,6,22.7
184,力林,2015-10-13,18.9,15.9,21.6,0,10.7,5.6,3.4,10.7,49,59.8,12.9,1019.9,1021,1022.3,0,1.5,23.5
184,力林,2015-10-14,18.8,15,23,0,4.7,3.3,2.1,9.8,35,56.8,12.3,1018.9,1020,1021.3,0,1.5,21.9
184,力林,2015-10-15,19.2,15.8,23.8,0,7.8,5.4,2.3,12.1,40,63.9,14.2,1017.3,1018.4,1019.7,0,3.8,21.2
184,力林,2015-10-16,18.6,15.8,22.4,0,5.6,3.9,2.2,12.4,46,67.4,14.5,1017.3,1018.5,1019.7,0,0.5,22.5
184,力林,2015-10-17,19.1,15.8,22.3,0,7.7,5.3,2.5,11.6,36,63.5,14,1017.9,1019.5,1020.3,0,0.5,23.1
184,力林,2015-10-18,19.1,16.1,22.7,0,5.6,3.4,2.1,12.7,56,67,14.9,1017.2,1018.7,1019.6,0,0.4,22.8
184,力林,2015-10-19,19.6,15.3,24.2,0,10.2,6.4,2.7,11.3,40,59.5,13.8,1014.6,1015.1,1017,0,2.5,22.8
184,力林,2015-10-20,19.5,17,22.3,0,7.2,5.1,2.4,14.5,46,73.4,16.5,1013.9,1015.1,1016.3,0,3.9,19.8
184,力林,2015-10-21,20.1,18.1,23.7,0,9.7,5.7,2.4,16.7,69,81.4,19,1015.6,1016.4,1018,0,1.3,22.6
184,力林,2015-10-22,20.4,17.7,24.1,0,10.6,6,2.8,15.6,58,75,17.8,1017.5,1018.5,1019.9,0,3,24
184,力林,2015-10-23,19.2,17.1,21.9,0,9.4,5.5,2.6,15,68,77.3,17.1,1016.9,1017.7,1019.3,0,1,22.4
184,力林,2015-10-24,19.5,15.9,22.9,0,5.5,3.9,2.2,14.2,58,71.9,16.3,1017,1018,1019.4,0,0.5,21.8
184,力林,2015-10-25,19,16.7,22.7,0,12.5,5.6,3.1,11.2,44,62,13.4,1020.1,1020.3,1022.5,0,1.3,22.1
184,力林,2015-10-26,19.1,15.7,23.2,0,9.8,5.2,2.4,12,48,64.5,14,1016.7,1015.8,1019.1,0,2.1,21.1
184,力林,2015-10-27,17.9,16.2,22.5,5.9,14.5,8.5,4.9,11.8,49,68.8,14.2,1011.7,1009.3,1014.1,0,8,16.5
184,力林,2015-10-28,16.8,15.2,19.9,0,11.8,6.8,3.4,7.1,41,53.4,10.1,1018.7,1018.6,1021.1,0,6.6,16.5
184,力林,2015-10-29,17.2,13.4,19.7,0,4.9,3.3,1.8,9.1,46,59.6,11.7,1020.2,1021.3,1022.7,0,7.3,15.5
184,力林,2015-10-30,14.5,12.3,18.3,0,11.6,6.5,4.3,6,50,57,9.4,1024.1,1022.8,1026.6,0,7,16.2
184,力林,2015-10-31,13.1,11.7,16.1,0,10.4,6.6,3.7,3.6,43,53.1,7.9,1026.8,1028,1029.3,0,4.8,17
184,力林,2015-11-01,13,10.6,15.1,0.9,4.7,3.2,1.5,7.2,57,68.3,10.2,1022.7,1023.5,1025.2,0,9,13.7
184,力林,2015-11-02,14.2,10.6,18.5,0,6.8,4.3,2.6,7.5,45,64.8,10.4,1022,1023,1024.5,0,2.6,14.7
184,力林,2015-11-03,14.8,12,18.2,0,5.3,3.8,2,7.7,47,63.3,10.5,1026.3,1026.6,1028.8,0,0.9,15.9
184,力林,2015-11-04,17.4,11.8,23.8,0,10.3,5.6,2.5,9.9,42,62.4,12.3,1024.7,1024.9,1027.1,0,3.4,16.8
184,力林,2015-11-05,19,16,21.5,0.4,10.5,6.6,2.7,15.5,61,80.6,17.8,1021.5,1022.5,1023.9,0,8.9,18.7
184,力林,2015-11-06,19.7,16.8,23.3,6.4,12.4,6.4,3.3,15.3,61,76.5,17.4,1020.5,1020.3,1022.9,0,8.5,19.8
184,力林,2015-11-07,20.2,18.6,21.4,11.2,11.8,6.4,2.8,18.5,80,90.5,21.4,1016,1015.2,1018.4,0,9.3,19.1
184,力林,2015-11-08,18.8,17.3,21.3,4.2,9.3,5.8,2.8,16.9,79,89.3,19.4,1014.7,1015.1,1017.1,0,10,18.6
184,力林,2015-11-09,15.9,14.5,17.7,0.4,12.9,8.7,5,11.8,64,77.3,14,1016.9,1016.6,1019.3,0,10,15.3
184,力林,2015-11-10,14.2,11.9,16.2,0,13.1,8,4.1,6.8,46,61.6,9.9,1021.1,1021.5,1023.6,0,7,13.3
184,力林,2015-11-11,15.1,11.5,17.8,1.3,8.9,5.3,1.9,11.6,69,79.9,13.8,1023.4,1024.6,1025.8,0,8.9,14.3
184,力林,2015-11-12,17.5,15.1,20.6,1.4,10.7,5.7,3,12.1,52,71.5,14.1,1023.5,1023.7,1026,0,7.5,16.1
184,力林,2015-11-13,17.5,16,19.2,47.3,9.5,5.1,2.8,16.4,90,93.9,18.7,1014.3,1013.8,1016.7,0,10,17.4
184,力林,2015-11-14,17.1,16.3,18.4,1.2,8.8,5.3,3.4,14.2,68,83.6,16.3,1012.8,1012.9,1015.2,0,9.4,16.6
184,力林,2015-11-15,16,13.1,19,0,6.6,4.3,1.9,10.6,63,70.6,12.8,1018,1018.1,1020.4,0,4,14.7
184,力林,2015-11-16,17.7,12.9,22.1,0,11.2,5.9,2.6,12.5,58,72.1,14.9,1014,1013.6,1016.4,0,8.5,15.3
184,力林,2015-11-17,17.5,16.9,18.5,0.3,7.5,4.7,2.5,14.9,77,85.1,16.9,1015,1015.6,1017.4,0,10,17
184,力林,2015-11-18,16.2,14.5,17.6,33,11.4,7,3,14.8,89,92.3,16.9,1014.8,1014.4,1017.2,0,10,16.5
184,力林,2015-11-19,15.2,14.3,16.4,12.3,9.6,6.6,2.1,13.8,88,91.8,15.8,1018.7,1019.9,1021.1,0,10,15.7
184,力林,2015-11-20,15.5,14.2,17.6,3.7,10.3,6.5,1.9,12.2,64,81.6,14.3,1020.7,1020.6,1023.1,0,8.5,15.8
184,力林,2015-11-21,15.7,13.9,17.8,0,5.4,3.6,1.6,11,61,74.1,13.2,1023.1,1024.3,1025.6,0,7.8,15.9
184,力林,2015-11-22,16.9,13.5,19.8,0,11.6,5.7,2.5,13.5,70,80.5,15.5,1022.5,1023.4,1025,0,6.4,15.8
184,力林,2015-11-23,16.5,14.5,18.2,14.3,14,8.9,3.6,14,78,85.3,16,1019.8,1019.6,1022.3,0,9.4,16.3
184,力林,2015-11-24,13.6,11.9,15.1,0.3,16.1,9.8,3.8,8.3,56,71,11,1020.8,1020.6,1023.3,0,8.9,14
184,力林,2015-11-25,10.9,7.1,13.4,28,15.2,9.1,5.2,7.7,66,81.5,10.7,1016.5,1017.6,1019,0,9.8,11.9
184,力林,2015-11-26,6,3.1,8.4,6.6,20.3,12.2,7.7,1.2,50,71.8,6.7,1016.5,1016.5,1019,0,8,6.2
184,力林,2015-11-27,7.9,4.7,9.5,0,19.5,10.5,5.5,0.1,47,58.9,6.2,1023.6,1022.2,1026.1,0,8.1,6.5
184,力林,2015-11-28,10.5,8.1,14.3,0,7.9,4.3,2.1,3.4,46,62.5,7.8,1026.6,1028,1029.1,0,6.5,9.1
184,力林,2015-11-29,12.1,8.1,16.1,0,7.6,4.4,2.3,6.4,60,68.9,9.8,1023.3,1023.5,1025.8,0,6,10.5
184,力林,2015-11-30,12.9,9.5,16.7,0,9.3,5,2.6,6.5,53,65.6,9.7,1021.8,1023.1,1024.3,0,4.8,11
184,力林,2015-12-01,11.3,7.2,16.1,0,6.7,4.8,2.2,5.5,48,68.5,9,1021.6,1021.9,1024.1,0,0.3,9.3
184,力林,2015-12-02,13.1,10.2,20.1,1.6,15.2,7.5,3.7,6.5,39,65,9.9,1015.2,1013.5,1017.6,0,8.5,10.5
184,力林,2015-12-03,9.2,7.2,10.8,0.3,22.7,13.1,8.1,0.9,42,56.6,6.6,1016.1,1016.3,1018.6,0,8.4,7.1
184,力林,2015-12-04,9,7.9,9.6,0,17,10.1,6.5,0.3,43,54.6,6.3,1022.3,1021.5,1024.8,0,8.1,6.9
184,力林,2015-12-05,10.2,8.8,11,0,9.8,6,3.7,2.2,49,57.8,7.2,1024.1,1025.5,1026.6,0,7.8,8.6
184,力林,2015-12-06,9.2,7.4,10.3,0,7.5,4.7,2.5,3.8,56,69.5,8,1025.1,1026.2,1027.6,0,8.4,8.5
184,力林,2015-12-07,9.4,7.5,11.8,0,7.7,4,2.5,2.7,53,63.4,7.4,1027.1,1027.9,1029.6,0,6,9.2
184,力林,2015-12-08,9.2,7.5,11.9,0,8.6,5.2,2.7,2.4,49,62.9,7.2,1029.2,1030.4,1031.7,0,3.5,9
184,力林,2015-12-09,13.7,7.5,19.2,0,7.7,4.8,2.4,6.2,42,61.4,9.7,1025.2,1023.9,1027.7,0,7.5,10.8
184,力林,2015-12-10,15.2,13.4,16.6,50.7,9.9,6.4,2.5,14.3,75,94.8,16.3,1011.7,1008.3,1014.1,0,10,14.8
184,力林,2015-12-11,11.5,10.1,13.5,11.4,13.6,9.2,4.1,6.8,52,73.8,10,1014.8,1009.1,1017.3,0,9.6,11.7
184,力林,2015-12-12,12.2,10,13.8,0.3,8.8,4.4,2.4,7.4,65,72.9,10.3,1020.1,1021.5,1022.6,0,8.6,11.8
184,力林,2015-12-13,14.1,12.1,17,0,8,4.8,2.4,6.9,52,62.4,9.9,1019.3,1020.3,1021.7,0,8.4,12.2
184,力林,2015-12-14,14,12.9,15.8,0.6,11.1,6.2,3.3,10.2,61,78.1,12.5,1016.3,1017.1,1018.7,0,8.8,12.9
184,力林,2015-12-15,11,9.2,13.2,0,13.1,6.6,4.6,4.6,48,65.8,8.7,1017.7,1018.3,1020.2,0,8.8,10.1
184,力林,2015-12-16,7,3.1,9.6,0.1,18.9,11.7,7.4,-0.6,45,59.4,5.9,1019.6,1019.7,1022.1,0,7.6,6.4
184,力林,2015-12-17,4.8,2.3,6.1,2.9,20.5,13.5,7,-0.2,47,70.8,6,1025.2,1023.1,1027.8,0,7.8,5.1
184,力林,2015-12-18,7.1,5.6,8.1,0,9.8,5.6,3.4,0,53,60.8,6.1,1029.9,1030.6,1032.5,0,8.5,5.9
184,力林,2015-12-19,7.8,5.6,11,0,9.4,5.4,2.7,-0.4,47,56.5,5.9,1031.5,1032.9,1034.1,0,4.5,7
184,力林,2015-12-20,9.6,5.9,11.7,7.3,5,3.2,1.6,6,63,78.9,9.5,1025.6,1025.1,1028.1,0,9.1,8.6
184,力林,2015-12-21,10.8,7.4,13.6,4.3,11,6.2,2.5,7.6,63,81.4,10.5,1023.9,1023.9,1026.4,0,7.6,10.2
184,力林,2015-12-22,12.3,7.5,16.9,0,6.9,4.8,1.8,7.9,59,74.8,10.7,1023,1022.3,1025.5,0,5.8,10.8
184,力林,2015-12-23,12.8,11,15.4,10.2,8.2,5.5,2.6,10.9,77,88.4,13.1,1017.5,1018.8,1019.9,0,9.6,12.4
184,力林,2015-12-24,9.8,8.4,11.1,0,11.4,6.6,3.6,3.8,55,66.9,8.1,1018.1,1018.8,1020.6,0,7.6,8.9
184,力林,2015-12-25,8,6.3,9.8,0,11.1,6.3,4.1,0.1,49,57.9,6.2,1019.9,1021.5,1022.4,0,4.8,6.9
184,力林,2015-12-26,11.3,7.1,13.5,0,11.9,7,4,2.1,44,53.5,7.1,1019.2,1020,1021.7,0,5.5,8.1
184,力林,2015-12-27,6.7,4.5,11.2,0,13.5,8.4,4.2,0.8,56,66.1,6.5,1026.5,1023.4,1029.1,0,8.3,6.5
184,力林,2015-12-28,5.8,4.7,6.7,0,13.1,7.6,4.6,-1.2,53,60.8,5.6,1030.4,1031.7,1033,0,8.4,5.1
184,力林,2015-12-29,6.9,5.7,7.8,0,11.1,6.4,3.2,-1,47,57.3,5.7,1030,1031.2,1032.6,0,8,6.3
